HM045811	Volk,S.M., Chen,R., Tsetsarkin,K.A., Adams,A.P., Garcia,T.I., Sall,A.A., Nasar,F., Schuh,A.J., Holmes,E.C., Higgs,S., Maharaj,P.D., Brault,A.C. and Weaver,S.C.
KF925315	Desdouits,M., Kamgang,B., Berthet,N., Nakoune,E. and Kazanji,M.

KF925299	Desdouits,M., Kamgang,B., Nakoune,E., Berthet,N. and Kazanji,M.

KF925300	Desdouits,M., Kamgang,B., Nakoune,E., Berthet,N. and Kazanji,M.

KF925314	Desdouits,M., Kamgang,B., Berthet,N., Nakoune,E. and Kazanji,M.

KF925294	Desdouits,M., Kamgang,B., Nakoune,E., Berthet,N. and Kazanji,M.

KF925309	Desdouits,M., Kamgang,B., Berthet,N., Nakoune,E. and Kazanji,M.

HM045784	Volk,S.M., Chen,R., Tsetsarkin,K.A., Adams,A.P., Garcia,T.I., Sall,A.A., Nasar,F., Schuh,A.J., Holmes,E.C., Higgs,S., Maharaj,P.D., Brault,A.C. and Weaver,S.C.
HM045819	Volk,S.M., Chen,R., Tsetsarkin,K.A., Adams,A.P., Garcia,T.I., Sall,A.A., Nasar,F., Schuh,A.J., Holmes,E.C., Higgs,S., Maharaj,P.D., Brault,A.C. and Weaver,S.C.
HM045820	Volk,S.M., Chen,R., Tsetsarkin,K.A., Adams,A.P., Garcia,T.I., Sall,A.A., Nasar,F., Schuh,A.J., Holmes,E.C., Higgs,S., Maharaj,P.D., Brault,A.C. and Weaver,S.C.
KF283986	Wasonga,C.O., Michuki,G.N., Rumberia,C.N., Musila,L.A., Kimotho,J.H., Ongus,J.R., Inoue,S. and Sang,R.C.
KF283987	Wasonga,C.O., Michuki,G.N., Rumberia,C.N., Musila,L.A., Kimotho,J.H., Ongus,J.R., Inoue,S. and Sang,R.C.
KP702297	Wasonga,C.O., Michuki,G.N., Waruhiu,C.N., Inoue,S., Kimotho,J.H., Ongus,J.R., Sang,R.C. and Musila,L.A.
MK028836	Morrison,T., Hawman,D., Powers,A., Agnihothram,S., Zhao,X., Nagaraj,S., Vavikolanu,K., Nadendla,S., Sadzewicz,L., Tallon,L.J.
HM045817	Volk,S.M., Chen,R., Tsetsarkin,K.A., Adams,A.P., Garcia,T.I., Sall,A.A., Nasar,F., Schuh,A.J., Holmes,E.C., Higgs,S., Maharaj,P.D., Brault,A.C. and Weaver,S.C.
FJ959103	Panning,M., Grywna,K. and Drosten,C.

KP003808	Nougairede,A., Pastorino,B. and de Lamballerie,X.

GU434109	Grywna,K., Drosten,C. and Kummerer,B.M.

EF051584	Peyrefitte,C.N., Pastorino,B.A., Grandadam,M., Tolou,H.J. and Bessaud,M.
GU434111	Grywna,K., Drosten,C. and Kummerer,B.M.

GU434102	Grywna,K., Drosten,C. and Kummerer,B.M.

GU434101	Grywna,K., Drosten,C. and Kummerer,B.M.

GU434105	Grywna,K., Drosten,C. and Kummerer,B.M.

GU434106	Grywna,K., Drosten,C. and Kummerer,B.M.

GU434112	Grywna,K., Drosten,C. and Kummerer,B.M.

GU434103	Grywna,K., Drosten,C. and Kummerer,B.M.

GU434110	Grywna,K., Drosten,C. and Kummerer,B.M.

KX262996	Das,S.R., Shabman,R., Halpin,R.A., Shilts,M., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Weaver,S.C.
MH229986	Vedururu,R., Neave,M., Blasdell,K., Tachedjian,M. and Paradkar,P.N.

EU564334	Pfeffer,M., Zoeller,G. and Essbauer,S.

EF193853	Edwards,C.J., Chamberlain,J., Tolley,H. and Lloyd,G.

EF193854	Edwards,C.J., Chamberlain,J., Tolley,H. and Lloyd,G.

EF193855	Edwards,C.J., Chamberlain,J., Tolley,H. and Lloyd,G.

EU244646	Schuffenecker,I., Murri,S., Reynard,S., Mollard,N. and Zeller,H.

JX080286	Caron,M. and Leroy,E.

KP003812	Nougairede,A., Pastorino,B., Leroy,E. and de Lamballerie,X.

EF613342	Peyrefitte,C.N., Merle,O. and Grandadam,M.

EF613344	Peyrefitte,C.N., Merle,O. and Grandadam,M.

EF613343	Peyrefitte,C.N., Merle,O. and Grandadam,M.

EU403052	Grandadam,M. and Peyrefitte,C.N.

JQ943698	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943716	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943693	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943705	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943695	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943717	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943711	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943704	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943720	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943699	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943706	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943690	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943694	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943715	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943703	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943718	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943713	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943710	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943707	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943719	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943696	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943701	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943708	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943687	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943691	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943688	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943709	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943692	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943700	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943712	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943714	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943697	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943702	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JQ943689	Chen,R., Faye,O., Sall,A.A. and Weaver,S.C.

JX080287	Caron,M. and Leroy,E.

JX080288	Caron,M. and Leroy,E.

MK355076	Caron,M. and Leroy,E.

KP003813	Nougairede,A., Pastorino,B., Mombouli,J.-V., Dimi,Y., Lepfoundzou,A.D., Moyen,N. and de Lamballerie,X.
KJ508819	Demanou,M., Sadeuh-Mba,S. and Njouom,R.

KJ508820	Demanou,M., Sadeuh-Mba,S. and Njouom,R.

KJ508821	Demanou,M., Sadeuh-Mba,S. and Njouom,R.

AB908054	Parreira,R. and Centeno-Lima,S.

MT526803	Nyamwaya,D.K., Otiende,M., Omuoyo,D.O., Githinji,G., Karanja,H.K., Gitonga,J.N., deLaurent,Z.R., Otieno,J.R., Sang,R., Kamau,E., Cheruiyot,S., Otieno,E., Agoti,C.N., Bejon,P., Mwangi,T. and Warimwe,G.M.
MT526802	Nyamwaya,D.K., Otiende,M., Omuoyo,D.O., Githinji,G., Karanja,H.K., Gitonga,J.N., deLaurent,Z.R., Otieno,J.R., Sang,R., Kamau,E., Cheruiyot,S., Otieno,E., Agoti,C.N., Bejon,P., Mwangi,T. and Warimwe,G.M.
MT526801	Nyamwaya,D.K., Otiende,M., Omuoyo,D.O., Githinji,G., Karanja,H.K., Gitonga,J.N., deLaurent,Z.R., Otieno,J.R., Sang,R., Kamau,E., Cheruiyot,S., Otieno,E., Agoti,C.N., Bejon,P., Mwangi,T. and Warimwe,G.M.
MT526807	Nyamwaya,D.K., Otiende,M., Omuoyo,D.O., Githinji,G., Karanja,H.K., Gitonga,J.N., deLaurent,Z.R., Otieno,J.R., Sang,R., Kamau,E., Cheruiyot,S., Otieno,E., Agoti,C.N., Bejon,P., Mwangi,T. and Warimwe,G.M.
MG902894	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MG902895	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MG902896	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MG902897	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MG902898	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MH423797	Eyase,F., Maljkovic Berry,I., Pollett,S., Limbaso Konongoi,S., Figueroa,K., Ofula,V., Koka,H., Koskei,E., Nyunja,A., Mancuso,J.D., Jarman,R.G. and Sang,R.
MH423807	Eyase,F., Maljkovic Berry,I., Pollett,S., Limbaso Konongoi,S., Figueroa,K., Ofula,V., Koka,H., Koskei,E., Nyunja,A., Mancuso,J.D., Jarman,R.G. and Sang,R.
MG902899	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MH423798	Eyase,F., Maljkovic Berry,I., Pollett,S., Limbaso Konongoi,S., Figueroa,K., Ofula,V., Koka,H., Koskei,E., Nyunja,A., Mancuso,J.D., Jarman,R.G. and Sang,R.
MH423808	Eyase,F., Maljkovic Berry,I., Pollett,S., Limbaso Konongoi,S., Figueroa,K., Ofula,V., Koka,H., Koskei,E., Nyunja,A., Mancuso,J.D., Jarman,R.G. and Sang,R.
LC259094	Nakayama,E. and Takasaki,T.

MG902901	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MG902900	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MG902902	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MG902903	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MG902904	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MG902905	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MG902906	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MH423799	Eyase,F., Maljkovic Berry,I., Pollett,S., Limbaso Konongoi,S., Figueroa,K., Ofula,V., Koka,H., Koskei,E., Nyunja,A., Mancuso,J.D., Jarman,R.G. and Sang,R.
MH423800	Eyase,F., Maljkovic Berry,I., Pollett,S., Limbaso Konongoi,S., Figueroa,K., Ofula,V., Koka,H., Koskei,E., Nyunja,A., Mancuso,J.D., Jarman,R.G. and Sang,R.
MH423801	Eyase,F., Maljkovic Berry,I., Pollett,S., Limbaso Konongoi,S., Figueroa,K., Ofula,V., Koka,H., Koskei,E., Nyunja,A., Mancuso,J.D., Jarman,R.G. and Sang,R.
MH423802	Eyase,F., Maljkovic Berry,I., Pollett,S., Limbaso Konongoi,S., Figueroa,K., Ofula,V., Koka,H., Koskei,E., Nyunja,A., Mancuso,J.D., Jarman,R.G. and Sang,R.
MH423803	Eyase,F., Maljkovic Berry,I., Pollett,S., Limbaso Konongoi,S., Figueroa,K., Ofula,V., Koka,H., Koskei,E., Nyunja,A., Mancuso,J.D., Jarman,R.G. and Sang,R.
MH423809	Eyase,F., Maljkovic Berry,I., Pollett,S., Limbaso Konongoi,S., Figueroa,K., Ofula,V., Koka,H., Koskei,E., Nyunja,A., Mancuso,J.D., Jarman,R.G. and Sang,R.
MH423810	Eyase,F., Maljkovic Berry,I., Pollett,S., Limbaso Konongoi,S., Figueroa,K., Ofula,V., Koka,H., Koskei,E., Nyunja,A., Mancuso,J.D., Jarman,R.G. and Sang,R.
MH423811	Eyase,F., Maljkovic Berry,I., Pollett,S., Limbaso Konongoi,S., Figueroa,K., Ofula,V., Koka,H., Koskei,E., Nyunja,A., Mancuso,J.D., Jarman,R.G. and Sang,R.
MH423804	Eyase,F., Maljkovic Berry,I., Pollett,S., Limbaso Konongoi,S., Figueroa,K., Ofula,V., Koka,H., Koskei,E., Nyunja,A., Mancuso,J.D., Jarman,R.G. and Sang,R.
MH423805	Eyase,F., Maljkovic Berry,I., Pollett,S., Limbaso Konongoi,S., Figueroa,K., Ofula,V., Koka,H., Koskei,E., Nyunja,A., Mancuso,J.D., Jarman,R.G. and Sang,R.
MH423806	Eyase,F., Maljkovic Berry,I., Pollett,S., Limbaso Konongoi,S., Figueroa,K., Ofula,V., Koka,H., Koskei,E., Nyunja,A., Mancuso,J.D., Jarman,R.G. and Sang,R.
MG902907	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MG902908	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MG902909	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MG902910	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MG902911	Konongoi,L., Nyunja,A., Ofula,V., Koka,H., Koskei,E., Owaka,S., Mutisya,J., Lutomiah,J., Eyase,F. and Sang,R.
MT666072	Agbodzi,B., Berlange Sado Yousseu,F., Brice Nemg Simo,F., Kumordjie,S., Yeboah,C., Mosore,M.-T., Bentil,R.E., Prieto,K., Attram,N., Nimo-Paintstil,S., Fox,A.T., Bonney,J.H.K., Ampofo,W., Wolfe,D.M., Wiley,M., Demanou,M. and Letizia,A.G.
MT526806	Nyamwaya,D.K., Otiende,M., Omuoyo,D.O., Githinji,G., Karanja,H.K., Gitonga,J.N., deLaurent,Z.R., Otieno,J.R., Sang,R., Kamau,E., Cheruiyot,S., Otieno,E., Agoti,C.N., Bejon,P., Mwangi,T. and Warimwe,G.M.
MT526805	Nyamwaya,D.K., Otiende,M., Omuoyo,D.O., Githinji,G., Karanja,H.K., Gitonga,J.N., deLaurent,Z.R., Otieno,J.R., Sang,R., Kamau,E., Cheruiyot,S., Otieno,E., Agoti,C.N., Bejon,P., Mwangi,T. and Warimwe,G.M.
MT380161	Eyase,F.L., Langat,S.K., Berry,I.M., Mulwa,F., Nyunja,A., Mutisya,J., Owaka,S., Konongoi,S.L., Ofula,V., Koka,H., Koskei,E., Lutomiah,J., Jarman,R.G., Distelhorst,J. and Sang,R.C.
MT526804	Nyamwaya,D.K., Otiende,M., Omuoyo,D.O., Githinji,G., Karanja,H.K., Gitonga,J.N., deLaurent,Z.R., Otieno,J.R., Sang,R., Kamau,E., Cheruiyot,S., Otieno,E., Agoti,C.N., Bejon,P., Mwangi,T. and Warimwe,G.M.
MT526800	Nyamwaya,D.K., Otiende,M., Omuoyo,D.O., Githinji,G., Karanja,H.K., Gitonga,J.N., deLaurent,Z.R., Otieno,J.R., Sang,R., Kamau,E., Cheruiyot,S., Otieno,E., Agoti,C.N., Bejon,P., Mwangi,T. and Warimwe,G.M.
MT380148	Eyase,F.L., Langat,S.K., Berry,I.M., Mulwa,F., Nyunja,A., Mutisya,J., Owaka,S., Konongoi,S.L., Ofula,V., Koka,H., Koskei,E., Lutomiah,J., Jarman,R.G., Distelhorst,J. and Sang,R.C.
MT380149	Eyase,F.L., Langat,S.K., Berry,I.M., Mulwa,F., Nyunja,A., Mutisya,J., Owaka,S., Konongoi,S.L., Ofula,V., Koka,H., Koskei,E., Lutomiah,J., Jarman,R.G., Distelhorst,J. and Sang,R.C.
MT380150	Eyase,F.L., Langat,S.K., Berry,I.M., Mulwa,F., Nyunja,A., Mutisya,J., Owaka,S., Konongoi,S.L., Ofula,V., Koka,H., Koskei,E., Lutomiah,J., Jarman,R.G., Distelhorst,J. and Sang,R.C.
MT380151	Eyase,F.L., Langat,S.K., Berry,I.M., Mulwa,F., Nyunja,A., Mutisya,J., Owaka,S., Konongoi,S.L., Ofula,V., Koka,H., Koskei,E., Lutomiah,J., Jarman,R.G., Distelhorst,J. and Sang,R.C.
MT380152	Eyase,F.L., Langat,S.K., Berry,I.M., Mulwa,F., Nyunja,A., Mutisya,J., Owaka,S., Konongoi,S.L., Ofula,V., Koka,H., Koskei,E., Lutomiah,J., Jarman,R.G., Distelhorst,J. and Sang,R.C.
MT380153	Eyase,F.L., Langat,S.K., Berry,I.M., Mulwa,F., Nyunja,A., Mutisya,J., Owaka,S., Konongoi,S.L., Ofula,V., Koka,H., Koskei,E., Lutomiah,J., Jarman,R.G., Distelhorst,J. and Sang,R.C.
MT992066	Lutomiah,J., Mulwa,F., Mutisya,J., Langat,S., Koskei,E., Nyunja,A., Koka,H., Konongoi,S., Chepkorir,E., Ofula,V., Owaka,S., Eyase,F.
MT992067	Lutomiah,J., Mulwa,F., Mutisya,J., Langat,S., Koskei,E., Nyunja,A., Koka,H., Konongoi,S., Chepkorir,E., Ofula,V., Owaka,S., Eyase,F.
MT992068	Lutomiah,J., Mulwa,F., Mutisya,J., Langat,S., Koskei,E., Nyunja,A., Koka,H., Konongoi,S., Chepkorir,E., Ofula,V., Owaka,S., Eyase,F.
MT526799	Nyamwaya,D.K., Otiende,M., Omuoyo,D.O., Githinji,G., Karanja,H.K., Gitonga,J.N., deLaurent,Z.R., Otieno,J.R., Sang,R., Kamau,E., Cheruiyot,S., Otieno,E., Agoti,C.N., Bejon,P., Mwangi,T. and Warimwe,G.M.
MT526798	Nyamwaya,D.K., Otiende,M., Omuoyo,D.O., Githinji,G., Karanja,H.K., Gitonga,J.N., deLaurent,Z.R., Otieno,J.R., Sang,R., Kamau,E., Cheruiyot,S., Otieno,E., Agoti,C.N., Bejon,P., Mwangi,T. and Warimwe,G.M.
MT526796	Nyamwaya,D.K., Otiende,M., Omuoyo,D.O., Githinji,G., Karanja,H.K., Gitonga,J.N., deLaurent,Z.R., Otieno,J.R., Sang,R., Kamau,E., Cheruiyot,S., Otieno,E., Agoti,C.N., Bejon,P., Mwangi,T. and Warimwe,G.M.
MT380146	Eyase,F.L., Langat,S.K., Berry,I.M., Mulwa,F., Nyunja,A., Mutisya,J., Owaka,S., Konongoi,S.L., Ofula,V., Koka,H., Koskei,E., Lutomiah,J., Jarman,R.G., Distelhorst,J. and Sang,R.C.
MT380147	Eyase,F.L., Langat,S.K., Berry,I.M., Mulwa,F., Nyunja,A., Mutisya,J., Owaka,S., Konongoi,S.L., Ofula,V., Koka,H., Koskei,E., Lutomiah,J., Jarman,R.G., Distelhorst,J. and Sang,R.C.
MT380154	Eyase,F.L., Langat,S.K., Berry,I.M., Mulwa,F., Nyunja,A., Mutisya,J., Owaka,S., Konongoi,S.L., Ofula,V., Koka,H., Koskei,E., Lutomiah,J., Jarman,R.G., Distelhorst,J. and Sang,R.C.
MT380155	Eyase,F.L., Langat,S.K., Berry,I.M., Mulwa,F., Nyunja,A., Mutisya,J., Owaka,S., Konongoi,S.L., Ofula,V., Koka,H., Koskei,E., Lutomiah,J., Jarman,R.G., Distelhorst,J. and Sang,R.C.
MT380156	Eyase,F.L., Langat,S.K., Berry,I.M., Mulwa,F., Nyunja,A., Mutisya,J., Owaka,S., Konongoi,S.L., Ofula,V., Koka,H., Koskei,E., Lutomiah,J., Jarman,R.G., Distelhorst,J. and Sang,R.C.
MT380160	Eyase,F.L., Langat,S.K., Berry,I.M., Mulwa,F., Nyunja,A., Mutisya,J., Owaka,S., Konongoi,S.L., Ofula,V., Koka,H., Koskei,E., Lutomiah,J., Jarman,R.G., Distelhorst,J. and Sang,R.C.
MT380162	Eyase,F.L., Langat,S.K., Berry,I.M., Mulwa,F., Nyunja,A., Mutisya,J., Owaka,S., Konongoi,S.L., Ofula,V., Koka,H., Koskei,E., Lutomiah,J., Jarman,R.G., Distelhorst,J. and Sang,R.C.
MT380157	Eyase,F.L., Langat,S.K., Berry,I.M., Mulwa,F., Nyunja,A., Mutisya,J., Owaka,S., Konongoi,S.L., Ofula,V., Koka,H., Koskei,E., Lutomiah,J., Jarman,R.G., Distelhorst,J. and Sang,R.C.
MT380158	Eyase,F.L., Langat,S.K., Berry,I.M., Mulwa,F., Nyunja,A., Mutisya,J., Owaka,S., Konongoi,S.L., Ofula,V., Koka,H., Koskei,E., Lutomiah,J., Jarman,R.G., Distelhorst,J. and Sang,R.C.
MT380159	Eyase,F.L., Langat,S.K., Berry,I.M., Mulwa,F., Nyunja,A., Mutisya,J., Owaka,S., Konongoi,S.L., Ofula,V., Koka,H., Koskei,E., Lutomiah,J., Jarman,R.G., Distelhorst,J. and Sang,R.C.
