HM045811	Volk,S.M., Chen,R., Tsetsarkin,K.A., Adams,A.P., Garcia,T.I., Sall,A.A., Nasar,F., Schuh,A.J., Holmes,E.C., Higgs,S., Maharaj,P.D., Brault,A.C. and Weaver,S.C.
MT526797	Nyamwaya,D.K., Otiende,M., Omuoyo,D.O., Githinji,G., Karanja,H.K., Gitonga,J.N., deLaurent,Z.R., Otieno,J.R., Sang,R., Kamau,E., Cheruiyot,S., Otieno,E., Agoti,C.N., Bejon,P., Mwangi,T. and Warimwe,G.M.
MT666073	Agbodzi,B., Berlange Sado Yousseu,F., Brice Nemg Simo,F., Kumordjie,S., Yeboah,C., Mosore,M.-T., Bentil,R.E., Prieto,K., Attram,N., Nimo-Paintstil,S., Fox,A.T., Bonney,J.H.K., Ampofo,W., Wolfe,D.M., Wiley,M., Demanou,M. and Letizia,A.G.
LC461588	Salim,B. and Aradaib,I.E.

LC461589	Salim,B. and Aradaib,I.E.

LC461590	Salim,B. and Aradaib,I.E.

LC461591	Salim,B. and Aradaib,I.E.

LC461592	Salim,B. and Aradaib,I.E.

LC461593	Salim,B. and Aradaib,I.E.

LC461594	Salim,B. and Aradaib,I.E.

LC461595	Salim,B. and Aradaib,I.E.

LC461596	Salim,B. and Aradaib,I.E.

LC461597	Salim,B. and Aradaib,I.E.

MT666071	Agbodzi,B., Berlange Sado Yousseu,F., Brice Nemg Simo,F., Kumordjie,S., Yeboah,C., Mosore,M.-T., Bentil,R.E., Prieto,K., Attram,N., Nimo-Paintstil,S., Fox,A.T., Bonney,J.H.K., Ampofo,W., Wolfe,D.M., Wiley,M., Demanou,M. and Letizia,A.G.
MK163628	Carter,D.P., Furneaux,J., Small,J., Griffiths,K., Osborne,J., Petridou,C., Herdman,T., Vipond,R., Herbert,R., Aarons,E., Brooks,T. and Pullan,S.T.
MW161364	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161365	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161366	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161367	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161368	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161369	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161370	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161371	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161372	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161373	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161374	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161375	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161376	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161377	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161378	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161379	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161380	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161381	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161382	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161383	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161384	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161385	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161386	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161387	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161388	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161389	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161390	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161391	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161392	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161393	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161394	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161395	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161396	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161397	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161398	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161399	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161400	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161401	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161402	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161403	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161404	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161405	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161406	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161407	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161408	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161409	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161410	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161411	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161412	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161413	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161414	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161415	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161416	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161417	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161418	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161419	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161420	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161421	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161422	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161423	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161424	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161425	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161426	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161427	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161428	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161429	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161430	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161431	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161432	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161433	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161434	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161435	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161436	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161437	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161438	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161439	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161440	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161441	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161442	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161443	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161444	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161445	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161446	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161447	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161448	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161449	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161450	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161451	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161452	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161453	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161454	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161455	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161456	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161457	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161458	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161459	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MW161460	Gannon,B.W., Mubarek,E.K. and Carter,D.P.

MK690206	Fritz,M., Taty Taty,R., Leroy,E.M. and Becquart,P.

MK715489	Fritz,M., Taty Taty,R., Leroy,E.M. and Becquart,P.

MK715490	Fritz,M., Taty Taty,R., Leroy,E.M. and Becquart,P.

MT636907	Selhorst,P. and Anthony,C.

MT636908	Selhorst,P. and Anthony,C.

MN022226	Ido,E. and Taty Taty,R.

MN022227	Ido,E. and Taty Taty,R.

MN022233	Ido,E. and Taty Taty,R.

MN022234	Ido,E. and Taty Taty,R.

MT636909	Selhorst,P. and Anthony,C.

MT636910	Selhorst,P. and Anthony,C.

MT636911	Selhorst,P. and Anthony,C.

MN022228	Ido,E. and Taty Taty,R.

MN022229	Ido,E. and Taty Taty,R.

MN022230	Ido,E. and Taty Taty,R.

MN022235	Ido,E. and Taty Taty,R.

MN022236	Ido,E. and Taty Taty,R.

MN022237	Ido,E. and Taty Taty,R.

MT636912	Selhorst,P. and Anthony,C.

MT636918	Selhorst,P. and Anthony,C.

MN022231	Ido,E. and Taty Taty,R.

MN022238	Ido,E. and Taty Taty,R.

MT636913	Selhorst,P. and Anthony,C.

MN022232	Ido,E. and Taty Taty,R.

MN022239	Ido,E. and Taty Taty,R.

MK935344	Mombouli,J.V., Giombini,E., Carletti,F., Rueca,M., Messina,F., Gruber,C., Castilletti,C., Goma Nkoua,C., Vairo,F., Colavita,F., Lanini,S., Montaldo,C., Iannetta,M., Haider,N., Peko,S.M., Diafouka-Diatela,S., Kija Tungu,P., Ippolito,G., Zumla,A., Ntoumi,F. and Capobianchi,M.R.
MK935343	Mombouli,J.V., Carletti,F., Castilletti,C., Goma Nkoua,C., Rueca,M., Vairo,F., Colavita,F., Lanini,S., Montaldo,C., Iannetta,M., Haider,N., Peko,S.M., Diafouka-Diatela,S., Kija
MT636919	Selhorst,P. and Anthony,C.

MT636917	Selhorst,P. and Anthony,C.

MT636920	Selhorst,P. and Anthony,C.

MT636921	Selhorst,P. and Anthony,C.

MT636922	Selhorst,P. and Anthony,C.

MT636914	Selhorst,P. and Anthony,C.

MT636915	Selhorst,P. and Anthony,C.

MT636916	Selhorst,P. and Anthony,C.

MT023791	Fourie,T., Dia,A., Piorkowski,G., Durand,G., Grard,G., de

OL692740	Yonga Wansi,G.M.

OL692741	Yonga Wansi,G.M.

LC707379	Ushijima,Y., Abe,H., Mbadinga,M.J.V.M., Nguema-Ondo,G., Bikangui,R., Agnandji,S.T., Lell,B. and Yasuda,J.
AM258991	Frangeul,L.

EF012359	Chamberlain,J., Tolley,H., Cook,N., Lloyd,G. and Hewson,R.

AY726732	Tsetsarkin,K.A., Vanlandingham,D.L. and Higgs,S.

EU037962	Kowalzik,S., Weissbrich,B., Scheiner,B., Drosten,C., Mueller,A., Stich,A., Rethwilm,A. and Bodem,J.
HM045804	Volk,S.M., Chen,R., Tsetsarkin,K.A., Adams,A.P., Garcia,T.I., Sall,A.A., Nasar,F., Schuh,A.J., Holmes,E.C., Higgs,S., Maharaj,P.D., Brault,A.C. and Weaver,S.C.
HM045793	Volk,S.M., Chen,R., Tsetsarkin,K.A., Adams,A.P., Garcia,T.I., Sall,A.A., Nasar,F., Schuh,A.J., Holmes,E.C., Higgs,S., Maharaj,P.D., Brault,A.C. and Weaver,S.C.
GQ387368	Collao,X., Negredo,A.I. and Sanchez-Seco,M.-P.

GQ387366	Collao,X., Negredo,A.I. and Sanchez-Seco,M.-P.

AF339485	Kinney,R.M. and Pfeffer,M.

AY549582	Pastorino,B., Peyrefitte,C. and Bessaud,M.

AY549581	Pastorino,B., Peyrefitte,C. and Bessaud,M.

AY549584	Pastorino,B., Peyrefitte,C. and Bessaud,M.

AY549576	Pastorino,B., Peyrefitte,C. and Bessaud,M.

AY549583	Pastorino,B., Peyrefitte,C. and Bessaud,M.

DQ515987	Collao,X., Cano,J., Negredo,A.I., Tenorio,A., Benito,A. and Sanchez-Seco,M.P.
AY549580	Pastorino,B., Peyrefitte,C. and Bessaud,M.

AY549578	Pastorino,B., Peyrefitte,C. and Bessaud,M.

DQ515988	Collao,X., Cano,J., Negredo,A.I., Tenorio,A., Benito,A. and Sanchez-Seco,M.P.
AY549577	Pastorino,B., Peyrefitte,C. and Bessaud,M.

DQ515991	Collao,X., Cano,J., Negredo,A.I., Tenorio,A., Benito,A. and Sanchez-Seco,M.P.
GQ387365	Collao,X., Negredo,A.I. and Sanchez-Seco,M.-P.

DQ515985	Collao,X., Cano,J., Negredo,A.I., Tenorio,A., Benito,A. and Sanchez-Seco,M.P.
EU404186	Pyke,A.T.

DQ515990	Collao,X., Cano,J., Negredo,A.I., Tenorio,A., Benito,A. and Sanchez-Seco,M.P.
DQ515986	Collao,X., Cano,J., Negredo,A.I., Tenorio,A., Benito,A. and Sanchez-Seco,M.P.
AY549575	Pastorino,B., Peyrefitte,C. and Bessaud,M.

DQ515989	Collao,X., Cano,J., Negredo,A.I., Tenorio,A., Benito,A. and Sanchez-Seco,M.P.
AY549579	Pastorino,B., Peyrefitte,C. and Bessaud,M.

GQ387367	Collao,X., Negredo,A.I. and Sanchez-Seco,M.-P.

ON009843	Hucke,F.I.L., Bestehorn-Willmann,M., Zange,S., Bugert,J.J. and Antwerpen,M.
HM045809	Volk,S.M., Chen,R., Tsetsarkin,K.A., Adams,A.P., Garcia,T.I., Sall,A.A., Nasar,F., Schuh,A.J., Holmes,E.C., Higgs,S., Maharaj,P.D., Brault,A.C. and Weaver,S.C.
HM045823	Volk,S.M., Chen,R., Tsetsarkin,K.A., Adams,A.P., Garcia,T.I., Sall,A.A., Nasar,F., Schuh,A.J., Holmes,E.C., Higgs,S., Maharaj,P.D., Brault,A.C. and Weaver,S.C.
HM045805	Volk,S.M., Chen,R., Tsetsarkin,K.A., Adams,A.P., Garcia,T.I., Sall,A.A., Nasar,F., Schuh,A.J., Holmes,E.C., Higgs,S., Maharaj,P.D., Brault,A.C. and Weaver,S.C.
HM045795	Volk,S.M., Chen,R., Tsetsarkin,K.A., Adams,A.P., Garcia,T.I., Sall,A.A., Nasar,F., Schuh,A.J., Holmes,E.C., Higgs,S., Maharaj,P.D., Brault,A.C. and Weaver,S.C.
